lat,lon
49.780517125,-64.3595370833333
49.780566,-64.3594968888889
49.7806435,-64.3594615833333
49.7807169444444,-64.3594165
49.7808093333333,-64.3593722333333
49.7808822777778,-64.3593391388889
49.7809624583333,-64.359297125
49.781033,-64.3592619333333
49.7811165,-64.3592263333333
49.7811900555556,-64.3591915833333
49.7812694666667,-64.3591564333333
49.7813613,-64.3591128333333
49.7814361111111,-64.3590760555556
49.7815120833333,-64.3590371388889
49.7815850833333,-64.3590009583333
49.7816651944444,-64.3589596944445
49.7817429166667,-64.3589224444444
49.7818193055556,-64.3588833611111
49.7818964722222,-64.35884525
49.7821284722222,-64.3588396388889
49.7821970333333,-64.3587826333333
49.7819171666667,-64.3587049
49.7804275333333,-64.359477
49.7803167333333,-64.3592759666667
49.7804553333333,-64.3592222777778
49.7805377,-64.3592013
49.78061025,-64.3591758055556
49.7806755666667,-64.3591424666667
49.7807441,-64.3591117333333
49.7808178611111,-64.3590791944444
49.7808918611111,-64.35903975
49.7809629333333,-64.3590038
49.7810453333333,-64.3589661944444
49.7811218611111,-64.3589296111111
49.7811918,-64.3588933333333
49.7812703611111,-64.3588548055556
49.7813470555556,-64.35882375
49.7814240555556,-64.3587887222222
49.7814991666667,-64.3587513333333
49.7815745,-64.3587121388889
49.7816513888889,-64.3586749444444
49.7817238666667,-64.3586401666667
49.7818062777778,-64.3585999166667
49.7820823888889,-64.3586251944444
49.7821177,-64.3585387666667
49.7802708333333,-64.3590722222222
49.7803091666667,-64.3589932
49.78037575,-64.3589669722222
49.7804535,-64.3589442777778
49.7805360714286,-64.3589118095238
49.7806181666667,-64.3588749166667
49.7806923055556,-64.3588425833333
49.7807668888889,-64.3588112222222
49.7808411944444,-64.3587801388889
49.7809171944444,-64.3587422222222
49.7810013611111,-64.3586987777778
49.781075,-64.3586660833333
49.7811491111111,-64.358632
49.7812247333333,-64.3585992666667
49.7812981111111,-64.3585688888889
49.7813705277778,-64.3585311388889
49.7814396,-64.3584888666667
49.7815151388889,-64.3584481388889
49.7816011111111,-64.3584123611111
49.7816757777778,-64.3583823055556
49.7817505555556,-64.3583408611111
49.7819782777778,-64.3582895
49.7820384722222,-64.35822875
49.7820586388889,-64.3581214166667
49.7819486111111,-64.3580155
49.7810831944444,-64.3584919166667
49.7801800833333,-64.35873
49.7804655666667,-64.3586544666667
49.7805344583333,-64.358624125
49.7806088888889,-64.3585869722222
49.7806848611111,-64.3585535
49.78076125,-64.3585256111111
49.7808367,-64.3584876666667
49.7809044,-64.3584506333333
49.7809818333333,-64.3584089722222
49.7810574666667,-64.3583727666667
49.7811310277778,-64.3583409166667
49.7812060666667,-64.3583040333333
49.7812748333333,-64.3582707
49.7813558888889,-64.3582297777778
49.7814209722222,-64.3581876944444
49.7816442666667,-64.3581102333333
49.7817116666667,-64.3580754722222
49.7819536388889,-64.3580498611111
49.7820078611111,-64.3579676944444
49.78193325,-64.357823125
49.7817586666667,-64.3578991
49.78029225,-64.3586591666667
49.7801639333333,-64.3585681
49.7801806111111,-64.3584704166667
49.780461875,-64.3583640416667
49.7805264333333,-64.3583343333333
49.7806029722222,-64.3583017777778
49.7806752916667,-64.35826925
49.7807715555556,-64.3582201111111
49.78084725,-64.3581789444444
49.7810806388889,-64.3580735277778
49.7811474333333,-64.3580326
49.7812150833333,-64.3579940555556
49.7812918055556,-64.3579588888889
49.7814636666667,-64.3578886944444
49.7815354,-64.357858
49.7816054444444,-64.3578235277778
49.7816815277778,-64.3577831111111
49.7817594722222,-64.3577416944444
49.7818305,-64.3576778666667
49.7818470555556,-64.35763975
49.7818498611111,-64.3576264444444
49.7818514166667,-64.3576235555556
49.7818515833333,-64.3576248888889
49.7818661333333,-64.3598137
49.781766,-64.3597112222222
49.7817563333333,-64.3595994722222
49.7817472666667,-64.3594920333333
49.7817337,-64.3593780333333
49.78171525,-64.3592672777778
49.7816375,-64.3589076
49.7816108055556,-64.35876825
49.7815880333333,-64.3586452
49.7814821666667,-64.3581606944445
49.7814015666667,-64.3577812666667
49.78137625,-64.3576528055556
49.7813632666667,-64.3575475
49.781392,-64.3574560333333
49.7814126666667,-64.3573406944444
49.7813224722222,-64.3571827222222
49.781632625,-64.3598473333333
49.7815564722222,-64.3597360277778
49.7815661333333,-64.3596157
49.7815665555556,-64.3594974166667
49.7814894722222,-64.3591129444444
49.7814686666667,-64.3589994722222
49.7814438333333,-64.3588778666667
49.7814258,-64.3587608666667
49.7813762777778,-64.3585426666667
49.7813231666667,-64.3583068333333
49.7813033333333,-64.3582094333333
49.7812827,-64.3581083
49.781262625,-64.35800175
49.7812419666667,-64.3578901
49.7811987777778,-64.3576905833333
49.7812055277778,-64.3575815
49.7812116111111,-64.3574671666667
49.7811081666667,-64.3573274333333
49.7814513333333,-64.3600343333333
49.7814055277778,-64.3598964166667
49.78141425,-64.3597674166667
49.7814169166667,-64.3596395833333
49.7813995833333,-64.3595315277778
49.7813423611111,-64.3593050555556
49.7813134444444,-64.3591706388889
49.7812919444444,-64.3590495277778
49.7812683333333,-64.3589139166667
49.7812030277778,-64.3586446666667
49.7811864722222,-64.3585298611111
49.7811676666667,-64.3584142666667
49.7811130555556,-64.3581970277778
49.7810877666667,-64.3580959666667
49.7810643888889,-64.3579940277778
49.7810463,-64.3578891
49.7810310555556,-64.3577825277778
49.7810356944444,-64.3576712222222
49.7810654,-64.3575748
49.7810721,-64.3574643333333
49.7812110833333,-64.3600060555556
49.7812273,-64.3599217
49.7812313,-64.3598157
49.7812255277778,-64.3597048333333
49.7812074166667,-64.3595881388889
49.7811782666667,-64.3594688666667
49.7811613666667,-64.3593715
49.7811555277778,-64.3592592777778
49.7811313611111,-64.3591254444444
49.7811008888889,-64.3590103611111
49.7810643055556,-64.3588796111111
49.7810367222222,-64.3587651944444
49.7810193888889,-64.3586471666667
49.7810042777778,-64.3585270833333
49.7809199,-64.3582077333333
49.7808955666667,-64.3581006
49.7808749666667,-64.3579870666667
49.7808561,-64.3578733666667
49.7808445333333,-64.3577763333333
49.7808591333333,-64.3576736666667
49.7808481388889,-64.3575606111111
49.7810422777778,-64.3599015277778
49.7810546111111,-64.3598010555556
49.7810646111111,-64.3596968611111
49.7810035,-64.3595106388889
49.7809823888889,-64.3593966666667
49.7809732666667,-64.3592773666667
49.7808818333333,-64.3589505833333
49.7808664444444,-64.3588339722222
49.7808530555556,-64.35871425
49.7807827333333,-64.3584621333333
49.7807612222222,-64.3583548055556
49.7807425277778,-64.3582383611111
49.7807175,-64.3581150333333
49.7806957666667,-64.3580027666667
49.7806788888889,-64.3578888611111
49.7806886,-64.3577897666667
49.7833380555556,-64.3386334444444
49.7832265277778,-64.3386291111111
49.7829704333333,-64.3386198666667
49.7823916666667,-64.3386111944444
49.78223775,-64.3385786944445
49.7821702333333,-64.3385093
49.7839575277778,-64.3389435277778
49.7838818,-64.3389449
49.7822534722222,-64.3388645555556
49.7821957666667,-64.3387912333333
49.78213,-64.338717
49.7841238333333,-64.3392486666667
49.7840459666667,-64.3392234666667
49.7822893055556,-64.33914525
49.7822261333333,-64.3390826
49.78218325,-64.3390038333333
49.7820720666667,-64.3389969333333
49.7842728611111,-64.3394920277778
49.7841463333333,-64.3395360555556
49.7840723333333,-64.3395085333333
49.7822521333333,-64.3394168666667
49.7821998611111,-64.3393567222222
49.7821527,-64.3392957333333
49.78411025,-64.3398401388889
49.7840336,-64.3398198333333
49.7839532666667,-64.3398053
49.7834190277778,-64.3397576666667
49.7827003611111,-64.3397484722222
49.7826257777778,-64.3397304722222
49.78238575,-64.33970425
49.7822463333333,-64.3396975555556
49.7821925833333,-64.3396533611111
49.7821465,-64.3395781666667
49.781993,-64.3397134583333
49.7839556388889,-64.3400727777778
49.7830517222222,-64.3400152777778
49.7823798333333,-64.3399887777778
49.7823170416667,-64.33997575
49.7822475555556,-64.3399644166667
49.7821933055556,-64.3399143333333
49.7821529666667,-64.3398366
49.7819964666667,-64.3399656
49.7842459722222,-64.3403870277778
49.7841117777778,-64.3404063055555
49.7840321666667,-64.3403860333333
49.7839625277778,-64.3403589166667
49.7838977666667,-64.3403437333333
49.7835433611111,-64.3403248055556
49.7834710555556,-64.3403163888889
49.7833993888889,-64.3403044722222
49.7826556666667,-64.3402851666667
49.7821918333333,-64.3402473611111
49.7821413333333,-64.3401853333333
49.78255,-64.3391644444444
49.7825500833333,-64.3390254444444
49.7825521666667,-64.3388851944444
49.7825555666667,-64.3387524333333
49.7825548055556,-64.3386029166667
49.7825552,-64.3384532333333
49.78255675,-64.3383285833333
49.7825580666667,-64.3382121666667
49.7825575333333,-64.3380827333333
49.7825388,-64.3379751666667
49.7826853095238,-64.3378650952381
49.7826730277778,-64.3380208333333
49.7826229166667,-64.3395305555556
49.7826235,-64.3406715
49.7825560555556,-64.3410838055556
49.7827637333333,-64.3411473
49.7827441944444,-64.3410519444444
49.7827334444444,-64.3408067222222
49.7827205833333,-64.3406713055556
49.7827171111111,-64.34053125
49.7827266666667,-64.3402466388889
49.7827284,-64.3400957
49.7827283888889,-64.3399621666667
49.7827274166667,-64.3398156111111
49.7827264166667,-64.3396532777778
49.7827258055556,-64.3395177777778
49.7827304722222,-64.3392434722222
49.7827315277778,-64.3390864444444
49.7827331333333,-64.3389635
49.7827330277778,-64.3388399166667
49.7827321388889,-64.3386996111111
49.7827353,-64.3384089333333
49.7827367,-64.3381342666667
49.7827146,-64.3380155333333
49.7826896333333,-64.3378925
49.7827936388889,-64.3396122222222
49.7829125277778,-64.3406199722222
49.7829064444444,-64.340489
49.7829018055556,-64.3403549444444
49.7829000277778,-64.3402152222222
49.7828992,-64.3400491666667
49.7829003055556,-64.3398109444445
49.7829093333333,-64.3392375
49.7829187222222,-64.3386935
49.7829182777778,-64.3385351388889
49.7829153888889,-64.3383948888889
49.7829141666667,-64.3382719666667
49.7830151944444,-64.3377438055556
49.7829713333333,-64.3376822
49.7828658666667,-64.3378565666667
49.782848,-64.3377632777778
49.78298075,-64.3382887222222
49.7829945,-64.3387190666667
49.7829862,-64.3396509333333
49.7829681388889,-64.3399804166667
49.7829805666667,-64.3404376333333
49.7829791944444,-64.34074
49.7830912916667,-64.3409852916667
49.7830838333333,-64.3408485833333
49.7830817222222,-64.3407150555556
49.7830774666667,-64.3405747666667
49.7830893888889,-64.3400050555556
49.7830888333333,-64.3398580333333
49.7830898,-64.3392915333333
49.7830851666667,-64.3391501333333
49.7831076333333,-64.3385978333333
49.7831070277778,-64.33818575
49.7830880833333,-64.3380544722222
49.7830491666667,-64.3379418888889
49.7832802777778,-64.3376422222222
49.7831634166667,-64.3383265277778
49.7831734,-64.3388001333333
49.7831698,-64.3389370333333
49.7831679,-64.3398142666667
49.7831659722222,-64.3405692777778
49.7831607083333,-64.3407256666667
49.7832773333333,-64.3409662222222
49.783265,-64.34083675
49.7832625,-64.3406999333333
49.7832617333333,-64.3405457
49.7832561666667,-64.3404109722222
49.7832701111111,-64.33969675
49.7832682083333,-64.3391634583333
49.7832762,-64.3380368333333
49.78324875,-64.3379100833333
49.7833962222222,-64.3380265
49.783352875,-64.3384534166667
49.78335675,-64.3387694444444
49.7833516,-64.3400258666667
49.7834793888889,-64.34100025
49.7834619583333,-64.340889125
49.7834417777778,-64.340784
49.7834439166667,-64.340248125
49.78343725,-64.3401204444445
49.7834573888889,-64.3392521388889
49.7834503,-64.3388607666667
49.7834557,-64.3382802333333
49.7834446666667,-64.3381352083333
49.78341925,-64.33802275
49.7833786333333,-64.3379116
49.7835205333333,-64.3387825
49.7835385333333,-64.3393733
49.7834983888889,-64.3409825277778
49.7833657222222,-64.3993031388889
49.7833674166667,-64.3992766388889
49.7833687,-64.3992473
49.7833663333333,-64.3992203611111
49.7833646666667,-64.3991907222222
49.7833606111111,-64.39916125
49.7833562222222,-64.3991323055556
49.7833526333333,-64.3990954
49.7833745,-64.3990695
49.7833111111111,-64.3989384166667
49.7832450416667,-64.3987740833333
49.7831874444444,-64.3986440833333
49.7831201388889,-64.3984988333333
49.7830583,-64.3983559
49.7829894583333,-64.3981946666667
49.782929875,-64.3980486666667
49.7828720555556,-64.3979122222222
49.7827976666667,-64.3977571333333
49.7827305,-64.3976357777778
49.7826795,-64.3974790833333
49.7836437666667,-64.3992089333333
49.7836135333333,-64.3990786666667
49.7835462222222,-64.3989700555556
49.7834909166667,-64.3988330833333
49.7834300555556,-64.3986845
49.7833617777778,-64.3985444444444
49.7832950277778,-64.3983993333333
49.7832278333333,-64.3982479
49.7831595555556,-64.3980927777778
49.7830671666667,-64.3978847
49.7830020333333,-64.397731
49.7829441666667,-64.3976002
49.7828637333333,-64.3974781
49.7828088333333,-64.397296
49.7837635,-64.3990598666667
49.7837281666667,-64.3989128611111
49.7836864722222,-64.3987628888889
49.7836344333333,-64.3986300333333
49.78357425,-64.3984856111111
49.7835161666667,-64.39834875
49.7834516111111,-64.3982154166667
49.7833955833333,-64.3981028333333
49.78333375,-64.3979805555556
49.7832711,-64.3978442
49.7832037333333,-64.3977018333333
49.7831362222222,-64.3975517777778
49.7830708611111,-64.3974085277778
49.7829998333333,-64.397282
49.7829703888889,-64.3971253333333
49.783906,-64.3989014166667
49.7838861,-64.3987426666667
49.7838275277778,-64.3985902222222
49.7837599444444,-64.3984598333333
49.7836988611111,-64.3983197222222
49.7836368333333,-64.3981789333333
49.7835728888889,-64.3980331388889
49.783515,-64.3978867777778
49.7834521388889,-64.3977472222222
49.7833883888889,-64.3976106388889
49.7833302,-64.3974868666667
49.7832728055556,-64.3973599722222
49.783206,-64.3972527
49.7831485555556,-64.3971490833333
49.7840658666667,-64.3986872
49.7840316,-64.3985488
49.7839768333333,-64.3984285833333
49.7839134,-64.3983041333333
49.78385525,-64.39818375
49.7837871944444,-64.3980341666667
49.7837293666667,-64.3978898333333
49.7836700666667,-64.3977614333333
49.783604,-64.3976196
49.7835493055556,-64.3974878055556
49.7834924444444,-64.3973462777778
49.7834325555556,-64.3972076944444
49.7833708333333,-64.3970797
49.7832975277778,-64.3969710833333
49.7832530833333,-64.3968359444444
49.7843646,-64.3983933333333
49.7842986388889,-64.3983133888889
49.7841821666667,-64.3982594666667
49.7841435555556,-64.3981451111111
49.7839804333333,-64.3982145333333
49.7843879583333,-64.398258625
49.7843586666667,-64.3981591333333
49.7829935,-64.3992888055556
49.7841478541667,-64.3980604375
49.7829510833333,-64.3990369166667
49.7840878666667,-64.3977956333333
49.7829819,-64.3988373333333
49.7829667,-64.3988835
49.7829033888889,-64.3988568333333
49.7828563333333,-64.3987301
49.7839763333333,-64.3976650555556
49.7839317222222,-64.3975644166667
49.7827726666667,-64.3987282777778
49.7827430833333,-64.3986315833333
49.7839013888889,-64.3973971944444
49.7838501666667,-64.3972886666667
49.7835713611111,-64.3975128888889
49.7827791666667,-64.3983563333333
49.7826974666667,-64.3983793333333
49.7837865,-64.3971845277778
49.7837410277778,-64.3970748055555
49.7826302222222,-64.3981289166667
49.7826104444444,-64.3981085555556
49.782594,-64.3980866111111
49.7825821666667,-64.3980636111111
49.7825748055556,-64.3980378333333
49.7825687666667,-64.3980137666667
49.7825591666667,-64.3979884722222
49.7825478611111,-64.3979604722222
49.7835460833333,-64.3980437777778
49.7833964166667,-64.3987670833333
49.7833665,-64.3986275
49.7832940277778,-64.3984692222222
49.7832312666667,-64.3983430333333
49.7831705,-64.3982194166667
49.7830989,-64.3980696
49.7830441333333,-64.3979269666667
49.7836316666667,-64.3986463888889
49.7836185,-64.3984968055556
49.7835738333333,-64.3983899444444
49.7835171388889,-64.39825775
49.7834434444444,-64.39809875
49.7833839666667,-64.3979635666667
49.7833182222222,-64.3978240833333
49.7832622777778,-64.3976863611111
49.7837653333333,-64.3984431
49.7837376388889,-64.3983019722222
49.7836896666667,-64.3981613611111
49.7836414444444,-64.3980513333333
49.7835804333333,-64.3979413666667
49.7835199333333,-64.3978115
49.7834720833333,-64.3976733333333
49.7834353,-64.3975425333333
49.7834160333333,-64.3974694333333
49.7833991666667,-64.3974123
49.7833834666667,-64.3973596666667
49.7833686333333,-64.3973045666667
49.7833573888889,-64.3972551666667
49.7833471333333,-64.397211
49.7833382333333,-64.3971712666667
49.7833274166667,-64.3971277777778
49.7833153611111,-64.3970854722222
49.7935498333333,-64.3595515
49.7929513611111,-64.3595293888889
49.7928768055556,-64.3594737777778
49.7928297777778,-64.3595018055556
49.7935628888889,-64.3597159444444
49.79347675,-64.3596930555556
49.7928901944444,-64.3599964444444
49.7928344166667,-64.3599911944444
49.7935533888889,-64.3603515277778
49.7934456111111,-64.3604970277778
49.7934422777778,-64.3603158055556
49.7934258055556,-64.360197
49.7934154444444,-64.3600739444445
49.7934133666667,-64.3599525666667
49.793421,-64.3598233333333
49.7934259722222,-64.3596853611111
49.7934250666667,-64.3595523
49.7934272333333,-64.3594197666667
49.7933393333333,-64.3604953333333
49.7933177333333,-64.3603944333333
49.7933222777778,-64.3602790833333
49.7933330277778,-64.3601344444444
49.7933305,-64.3600051111111
49.7933269,-64.3598805
49.7933269166667,-64.3597401111111
49.7933289333333,-64.3596162
49.7933582222222,-64.3593192777778
49.79334275,-64.3592021388889
49.7932765833333,-64.3591513888889
49.7931412666667,-64.3592083333333
49.7931653055556,-64.3595764722222
49.7931751111111,-64.3604783611111
49.7931528,-64.3604023333333
49.7931542666667,-64.3603072333333
49.7931527222222,-64.3601999722222
49.7931481111111,-64.3600743611111
49.7931480833333,-64.3599423333333
49.7931519333333,-64.3596805333333
49.7931516666667,-64.3595449166667
49.7931548611111,-64.3594116388889
49.7931896944444,-64.3592139722222
49.7931185666667,-64.3593052666667
49.7931031666667,-64.3604522333333
49.7930571666667,-64.3604522916667
49.7931146111111,-64.3602359166667
49.7930684047619,-64.3601632619048
49.7930054444444,-64.3601443611111
49.7930598,-64.3598198
49.7930581,-64.3596903666667
49.7930776333333,-64.3594176666667
49.79304825,-64.359469
49.7929876388889,-64.35941925
49.7929430333333,-64.3594597333333
49.7936186666667,-64.3596427
49.793541,-64.3596163333333
49.7932270333333,-64.3596102333333
49.7931332,-64.3595903333333
49.7930390277778,-64.3595736388889
49.7929550833333,-64.3595743055556
49.7928893611111,-64.3595382222222
49.7928551666667,-64.3595847777778
49.7934504444444,-64.3599726944445
49.79336575,-64.3599344166667
49.7929406,-64.3599411333333
49.7928673888889,-64.3599138888889
49.7936054333333,-64.3600879
49.7934689722222,-64.3601043333333
49.7933009333333,-64.3601086
49.7932193666667,-64.3601054666667
49.7931318333333,-64.3601019666667
49.7930445666667,-64.3602827
49.7930623666667,-64.3600368
49.7930571388889,-64.3598747222222
49.7930626666667,-64.3594720555556
49.7930458333333,-64.3593485555556
49.7931040833333,-64.3594040277778
49.7930982333333,-64.3595352666667
49.7930830833333,-64.360241
49.7931438666667,-64.3602607333333
49.7931416111111,-64.3601322222222
49.79314325,-64.3599949166667
49.7931558055556,-64.3594335833333
49.7933262777778,-64.3594276111111
49.7933216666667,-64.3598281111111
49.7933742333333,-64.3602470333333
49.7933815555556,-64.3599773055556
49.7933789666667,-64.3598561333333
49.7933730833333,-64.3597345277778
49.7933756666667,-64.3593362222222
49.7933443333333,-64.3592408333333
49.7934185666667,-64.3598925666667
